1;http://video.wikimart.ru/camcoders/camcorder/model/5840562/portativnaya_mini_videokamera_kodak_playsport_zx5/;Цифровая видеокамера KODAK PlaySport Zx5;http://d15.wikimart.ru/02/27/d473d174-8a58-4b56-83ec-7f0227d2e9d2.jpeg;3990.0;;17 вариантов
2;http://video.wikimart.ru/camcoders/camcorder/model/3336398/portativnaya_mini_videokamera_sony_mhs-ts20k/;Портативная мини видеокамера Sony MHS-TS20K;http://img01.wikimart.ru/8a/39/2e602701-f5f4-4dca-b7d5-4c8a397dbbbd.jpeg;5600.0;;13 вариантов
3;http://video.wikimart.ru/camcoders/camcorder/model/5780303/portativnaya_mini_videokamera_samsung_hmx-w200/;Портативная мини видеокамера Samsung HMX-W200;http://img01.wikimart.ru/9c/c2/a2751187-041a-4fb6-bb2a-889cc2203c51.jpeg;4882.0;;2 варианта
4;http://video.wikimart.ru/camcoders/camcorder/model/8868570/cifrovaja_videokamera_samsung_smx-f70/;Цифровая видеокамера Samsung SMX-F70;http://img02.wikimart.ru/47/df/cf5a2f73-7690-4176-a5d0-eb47df9ed2d3.jpeg;5930.0;;17 вариантов
5;http://video.wikimart.ru/camcoders/camcorder/model/1473442/portativnaya_mini_videokamera_sony_mhs-pm5/;Портативная мини видеокамера Sony MHS-PM5;http://img01.wikimart.ru/a2/ea/d962192c-00e9-4763-8f16-7aa2ea173809.jpeg;5990.0;;
6;http://video.wikimart.ru/camcoders/camcorder/model/4266939/portativnaya_mini_videokamera_sony_mhs-fs1/;Портативная мини видеокамера Sony MHS-FS1;http://img02.wikimart.ru/00/75/e544fb95-9794-4c93-a247-230075a5a770.jpeg;3750.0;;11 вариантов
7;http://video.wikimart.ru/camcoders/camcorder/model/6319220/cifrovaja_videokamera_canon_legria_fs406/;Цифровая видеокамера Canon Legria FS406;http://img01.wikimart.ru/58/15/810affe3-f771-430e-a3d8-7258150e9c32.jpeg;6500.0;;10 вариантов
8;http://video.wikimart.ru/camcoders/camcorder/model/5644699/cifrovaya_videokamera_jvc_gz-ms150/;Цифровая видеокамера JVC GZ-MS150;http://img02.wikimart.ru/06/2e/f23e6d65-5dfa-4af8-ba82-6d062e30eb87.jpeg;5500.0;;9 вариантов
9;http://video.wikimart.ru/camcoders/camcorder/model/2421109/portativnaya_mini_videokamera_samsung_hmx-e10/;Портативная мини видеокамера Samsung HMX-E10;http://img02.wikimart.ru/6d/c4/86c7b6c4-7da0-444f-8ab7-2d6dc445a5b2.jpeg;4195.0;;4 варианта
10;http://video.wikimart.ru/camcoders/camcorder/model/10336339/cifrovaja_videokamera_samsung_smx-f700/;Цифровая видеокамера Samsung SMX-F700;http://img01.wikimart.ru/e3/62/c9224584-13d0-4659-8295-a0e362fb1ab8.jpeg;6300.0;;6 вариантов
11;http://video.wikimart.ru/camcoders/camcorder/model/6428654/portativnaja_mini_videokamera_panasonic_hm-ta2/;Портативная мини видеокамера Panasonic HM-TA2;http://img01.wikimart.ru/86/b4/acb08f35-ea59-4804-a470-c686b4db42b2.jpeg;4790.0;;5 вариантов
12;http://video.wikimart.ru/camcoders/camcorder/model/12289676/cifrovaja_videokamera_oregon_scientific_atc5k/;Цифровая видеокамера Oregon Scientific ATC5K;http://img01.wikimart.ru/03/27/422e3435-a8c3-4a2e-98d0-8a0327589308.jpeg;4705.0;;2 варианта
